assay,seed,double_budget,model,selection_policy,n_train_doubles,n_test_higher,spearman_higher,abs_spearman_higher,top1pct_recall_at_100,pair_coverage
Q8WTC7_9CNID_Somermeyer_2022.csv,0,100,pairwise_residual_from_doubles,informative_pair_coverage,100,21049,0.7226938389549915,0.7226938389549915,0.21800947867298578,0.06392797211823932
Q8WTC7_9CNID_Somermeyer_2022.csv,1,20,pairwise_residual_from_doubles,random_doubles,20,21049,0.74058279007013,0.74058279007013,0.2132701421800948,0.0002742997289273267
Q8WTC7_9CNID_Somermeyer_2022.csv,1,20,pairwise_residual_from_doubles,informative_pair_coverage,20,21049,0.732714660440108,0.732714660440108,0.22748815165876776,0.01997547437717826
Q8WTC7_9CNID_Somermeyer_2022.csv,1,50,pairwise_residual_from_doubles,random_doubles,50,21049,0.7403450098709292,0.7403450098709292,0.2132701421800948,0.0010003872466761328
Q8WTC7_9CNID_Somermeyer_2022.csv,1,50,pairwise_residual_from_doubles,informative_pair_coverage,50,21049,0.7256904172568799,0.7256904172568799,0.23696682464454977,0.038095391764554024
Q8WTC7_9CNID_Somermeyer_2022.csv,1,100,pairwise_residual_from_doubles,random_doubles,100,21049,0.7401381940619861,0.7401381940619861,0.2132701421800948,0.0019443010197495805
Q8WTC7_9CNID_Somermeyer_2022.csv,1,100,pairwise_residual_from_doubles,informative_pair_coverage,100,21049,0.7226938389549915,0.7226938389549915,0.21800947867298578,0.06392797211823932
Q8WTC7_9CNID_Somermeyer_2022.csv,2,20,pairwise_residual_from_doubles,random_doubles,20,21049,0.7405177816173459,0.7405177816173459,0.2132701421800948,7.26087517748806e-05
Q8WTC7_9CNID_Somermeyer_2022.csv,2,20,pairwise_residual_from_doubles,informative_pair_coverage,20,21049,0.732714660440108,0.732714660440108,0.22748815165876776,0.01997547437717826
Q8WTC7_9CNID_Somermeyer_2022.csv,2,50,pairwise_residual_from_doubles,random_doubles,50,21049,0.740766500988421,0.740766500988421,0.2132701421800948,0.0011052665547954046
Q8WTC7_9CNID_Somermeyer_2022.csv,2,50,pairwise_residual_from_doubles,informative_pair_coverage,50,21049,0.7256904172568799,0.7256904172568799,0.23696682464454977,0.038095391764554024
Q8WTC7_9CNID_Somermeyer_2022.csv,2,100,pairwise_residual_from_doubles,random_doubles,100,21049,0.7404176638558575,0.7404176638558575,0.2132701421800948,0.002024977410610559
Q8WTC7_9CNID_Somermeyer_2022.csv,2,100,pairwise_residual_from_doubles,informative_pair_coverage,100,21049,0.7226938389549915,0.7226938389549915,0.21800947867298578,0.06392797211823932
Q8WTC7_9CNID_Somermeyer_2022.csv,3,20,pairwise_residual_from_doubles,random_doubles,20,21049,0.739844086689547,0.739844086689547,0.2132701421800948,0.0007099522395766103
Q8WTC7_9CNID_Somermeyer_2022.csv,3,20,pairwise_residual_from_doubles,informative_pair_coverage,20,21049,0.732714660440108,0.732714660440108,0.22748815165876776,0.01997547437717826
Q8WTC7_9CNID_Somermeyer_2022.csv,3,50,pairwise_residual_from_doubles,random_doubles,50,21049,0.7412374552567743,0.7412374552567743,0.20853080568720378,0.0013392280882922423
Q8WTC7_9CNID_Somermeyer_2022.csv,3,50,pairwise_residual_from_doubles,informative_pair_coverage,50,21049,0.7256904172568799,0.7256904172568799,0.23696682464454977,0.038095391764554024
Q8WTC7_9CNID_Somermeyer_2022.csv,3,100,pairwise_residual_from_doubles,random_doubles,100,21049,0.7400361175354137,0.7400361175354137,0.2132701421800948,0.0031786497999225505
